UTC_0_0,Latitude,Longitude,Elevation,Heading,DepthBelowTransducer
2021-03-03T00:39:22.00,45.4919,-123.2267,14,312.3889,14.0000
2021-03-03T00:39:23.00,45.4919,-123.2268,14,319.7515,14.0000
2021-03-03T00:39:24.00,45.4919,-123.2268,14,325.8641,14.0000
2021-03-03T00:39:25.00,45.4919,-123.2268,14,328.4970,14.0000
2021-03-03T00:39:26.00,45.4919,-123.2268,14,329.0093,14.0000
2021-03-03T00:39:27.00,45.4920,-123.2268,14,326.5720,14.0000
2021-03-03T00:39:28.00,45.4920,-123.2268,14,320.5952,14.0000
2021-03-03T00:39:29.00,45.4920,-123.2268,14,313.0063,14.0000
2021-03-03T00:39:30.00,45.4920,-123.2268,14,307.9270,14.0000
2021-03-03T00:39:31.00,45.4920,-123.2269,14,305.9642,14.0000
2021-03-03T00:39:32.00,45.4920,-123.2269,14,309.8145,14.0000
2021-03-03T00:39:33.00,45.4920,-123.2269,14,317.9451,14.0000
2021-03-03T00:39:34.00,45.4920,-123.2269,14,326.1498,14.0000
2021-03-03T00:39:35.00,45.4920,-123.2269,14,329.6537,14.0000
2021-03-03T00:39:36.00,45.4920,-123.2269,14,330.0601,14.0000
2021-03-03T00:39:37.00,45.4920,-123.2269,14,327.5353,14.0000
2021-03-03T00:39:38.00,45.4921,-123.2269,14,322.6047,14.0000
2021-03-03T00:39:39.00,45.4921,-123.2270,14,316.3344,14.0000
2021-03-03T00:39:40.00,45.4921,-123.2270,14,310.2500,14.0000
2021-03-03T00:39:41.00,45.4921,-123.2270,14,307.5744,14.0000
2021-03-03T00:39:42.00,45.4921,-123.2270,14,310.3400,14.0000
2021-03-03T00:39:43.00,45.4921,-123.2270,14,319.1672,14.0000
2021-03-03T00:39:44.00,45.4921,-123.2270,14,325.9524,14.0000
2021-03-03T00:39:45.00,45.4921,-123.2270,14,330.0095,14.0000
2021-03-03T00:39:46.00,45.4922,-123.2270,14,330.6522,14.0000
2021-03-03T00:39:47.00,45.4922,-123.2271,14,327.8755,14.0000
2021-03-03T00:39:48.00,45.4922,-123.2271,14,322.5541,14.0000
2021-03-03T00:39:49.00,45.4922,-123.2271,14,316.8354,14.0000
2021-03-03T00:39:50.00,45.4922,-123.2271,14,312.9434,14.0000
2021-03-03T00:39:51.00,45.4922,-123.2271,14,310.8438,14.0000
2021-03-03T00:39:52.00,45.4922,-123.2271,14,313.5633,14.0000
2021-03-03T00:39:53.00,45.4922,-123.2271,14,320.8919,14.0000
2021-03-03T00:39:54.00,45.4922,-123.2271,14,327.2856,14.0000
2021-03-03T00:39:55.00,45.4922,-123.2272,14,330.6576,14.0000
2021-03-03T00:39:56.00,45.4923,-123.2272,14,330.8729,14.0000
2021-03-03T00:39:57.00,45.4923,-123.2272,14,327.6099,14.0000
2021-03-03T00:39:58.00,45.4923,-123.2272,14,321.8369,14.0000
2021-03-03T00:39:59.00,45.4923,-123.2272,14,314.8586,14.0000
2021-03-03T00:40:00.00,45.4923,-123.2272,14,309.5544,14.0000
2021-03-03T00:40:01.00,45.4923,-123.2272,14,308.2000,14.0000
2021-03-03T00:40:02.00,45.4923,-123.2273,14,312.8977,14.0000
2021-03-03T00:40:03.00,45.4923,-123.2273,14,320.9572,14.0000
2021-03-03T00:40:04.00,45.4923,-123.2273,14,327.0106,14.0000
2021-03-03T00:40:05.00,45.4924,-123.2273,14,329.8825,14.0000
2021-03-03T00:40:06.00,45.4924,-123.2273,14,331.3865,14.0000
2021-03-03T00:40:07.00,45.4924,-123.2273,14,332.0227,14.0000
2021-03-03T00:40:08.00,45.4924,-123.2273,14,329.4178,14.0000
2021-03-03T00:40:09.00,45.4924,-123.2273,14,323.6736,14.0000
